"Symbol","AssetType","Name","Description","CIK","Exchange","Currency","Country","Sector","Industry","Address","FiscalYearEnd","LatestQuarter","MarketCapitalization","EBITDA","PERatio","PEGRatio","BookValue","DividendPerShare","DividendYield","EPS","RevenuePerShareTTM","ProfitMargin","OperatingMarginTTM","ReturnOnAssetsTTM","ReturnOnEquityTTM","RevenueTTM","GrossProfitTTM","DilutedEPSTTM","QuarterlyEarningsGrowthYOY","QuarterlyRevenueGrowthYOY","AnalystTargetPrice","TrailingPE","ForwardPE","PriceToSalesRatioTTM","PriceToBookRatio","EVToRevenue","EVToEBITDA","Beta","52WeekHigh","52WeekLow","50DayMovingAverage","200DayMovingAverage","SharesOutstanding","DividendDate","ExDividendDate"
"MSFT","Common Stock","Microsoft Corporation","Microsoft Corporation is an American multinational technology company which produces computer software, consumer electronics, personal computers, and related services. Its best known software products are the Microsoft Windows line of operating systems, the Microsoft Office suite, and the Internet Explorer and Edge web browsers. Its flagship hardware products are the Xbox video game consoles and the Microsoft Surface lineup of touchscreen personal computers. Microsoft ranked No. 21 in the 2020 Fortune 500 rankings of the largest United States corporations by total revenue; it was the world's largest software maker by revenue as of 2016. It is considered one of the Big Five companies in the U.S. information technology industry, along with Google, Apple, Amazon, and Facebook.","789019","NASDAQ","USD","USA","TECHNOLOGY","SERVICES-PREPACKAGED SOFTWARE","ONE MICROSOFT WAY, REDMOND, WA, US","June","2022-12-31","1869212680000","97945002000","27.38","2.275","24.59","2.6","0.011","9.17","27.33","0.331","0.41","0.148","0.393","204093997000","135620000000","9.17","-0.113","0.02","286.24","27.38","27.03","9.14","11.05","9.21","18.55","0.916","312.88","212.3","246.53","252.68","7443800000","2023-03-09","2023-02-15"
